415 총선 국회의원 가상대결 당선 가능성 이낙연 608 횡교안227 v20200224185351603 황교안 심판 415,부정,0.9025957,,,
지금 막 경제학원론 벼락치기하시고 복습차 나오셨네요 암요 가장좋은 학습법은 남한테 가르치는거랍니다 법정 토론때까지 화이팅,부정,0.99513322,,,
담백하게 경제 흐름을 이야기 하니싸우지 않고 좋구먼똘똘하다 얄밉게 국정운영  할듯,긍정,0.46210024,,,
아마존 베이조스 전부인  매켄지 스콧 대단한 여자네요 2조기부,부정,0.70446956,,,
이재명 인정   그동안 언론이 진실을 가리려 했군,부정,0.75993055,,,
그쪽 세계를 잘 알지는 못하지만 인권은 확실하게 보장되어야 한다,긍정,0.46372485,,,
유능한 지도자가 무엇인지 깨닫게되는 방송이였습니다,부정,0.99447638,,,
애기 저렇게라도 낳을 라고 하는 마음이 이쁘다,긍정,0.48589411,,,
대통령은 나중에 나오셔두되니까 서울빼고  전국 도지사 한번씩 하셔서 지방경제좀 살려주고 중앙행정가셧으면 좋겠습니다  성남시민들이 성남에남길바랫다는게 이제이해가 되기시작했어요 행정가로써 비교가 확실히 되는 영상같습니다,긍정,0.4948751,,,
625 참전국엔 무료로 좀 줍시다 동맹국들의 젊은이들이 피로써 지겨줬어요 이젠 생명으로 보답할 차례입니다,긍정,0.49823162,,,
우리나라가 선진국에서 복지국가로 거듭난다면 노동철학이 보다 취약한 국민의 입장에 있는 정의당 심상정님 같은 분이 대통령으로 선출될텐데 아이코 아직 우리나라가 쩜쩜 정의당이 다당제의 한자리를 차지할만큼 성장하길 최초의 여성대통령이 선출된다면 심상정님이길 바랍니다  죄송 있었구나 박근혜 아그분을 대통령으로 생각해본적이 없어서   여튼 심상정님 건강하세요  응원합니다요,긍정,0.50047189,,,
진행자의 즉흥적이고 도발적인 질문에도 당황하지 않고 지식 경험을 바탕으로 주저없이 원인을 분석하고 개선 방향까지 제시하는 후보자님의 실력에 미래를 맡겨도 되겠다는 안도감이 듭니다,긍정,0.50152791,,,
캬 아직 총장인가 와 대단하다 미통당 대표감이다,긍정,0.66895342,,,
아낌없이 주는 나무가 생각나네요 모든걸 다 주고 마지막엔 쓰러져 행인의 의자가 되어주는 우리 국민들에게 대통령님은 그런 존재가 아닌가 생각해봅니다,긍정,0.50898558,,,
동생을위해 형이정말 고생하는구나n내용앞뒤다필요없다n저게 형제고 가족인기야,긍정,0.99788469,,,
여군들 입장을 들어보고싶다 여군들은 어떻게 생각하는지,중립,0.98211306,,,
기후 변화 문제가 요즘 더욱 심각한게 느껴지고 우리 일상속에서도 문제가 발생하는데 이걸 빨리 다같이 노력하여 해결 했으면 하네요,긍정,0.51070702,,,
인권 문제적어도 저런 배에서 일어나는 것만이라도를 제재하고 필요한 조치를 취하면 좋겠습니다,부정,0.64412862,,,
재명이 석열이 너무비교 된다 석열이 이야기 들을때는  말인지 알수가 없으는데 재명이 이야기는 내리에 하나 하나 팍팍 들어오네 대박 확실하게 재명이 선택했다,긍정,0.52484053,,,
N번방 조주빈처럼 똑같은 형량을 받아야됩니다,중립,0.96761394,,,
네 저도 해안에 초점을 이대로 전 유권자가 시청했으면 좋겠습니다,부정,0.99848795,,,
쿠팡이랑 다이소는 불매운동 지껄여봤자 쓸사람 다쓴다,중립,0.99950504,,,
경유차 배기가스는 WHO가 정한 1급발암물질 그래서 독일영국등 선진국에서는 12년내디젤차 생산을 중단하고 2035년내에는 모든 내연기관 자동차 생산를 중단한다고 로드맵을 발표 우리도 발암가스 및 미세먼지 주원인 중 하나인 디젤차 조기퇴출을 위해 경유세 인상 및 차량제조를 조속히 중단해야,중립,0.94663727,,,
안철수는 그래도 불공정 불정의 비리를 감싸주거나 비리를 저지르거나 여론조작 선거부정은 최소한 하지 않는다 그의 예전 측근인 금태섭을 봐도 알 수있어,부정,0.62993264,,,
대게 성관계를 하는 사람은 성인이에요 본인 일은 본인이 책임져야죠 책임 못지는 상대와 성관계를 갖는 것도 본인 탓입니다 왜 본인의 무지와 충동적인 결정의 결과를 무고한 아이의 생명을 빼앗는 것으로 마무리 짓나요 모든 생명 아이의 생명도 다 본인 겁니다 당신 생명을 부모가 빼앗을 수 없는 것 처럼요,중립,0.99861252,,,
중권이는 언제부터 말을 이리 잘했나 읽을때마다 속이 다 시원해지는구만,긍정,0.52655905,,,
북한의 미수복지 땅과 재산소유권 문제처럼 간단한 문제가 아니다 남북 체제가 있고 또 통일이 된다고 해도 그 재원은 결국 우리가 부담할 몫 이므로 민족의 비극이 남긴 상처이고,중립,0.99663359,,,
정도를 보고있는데  방송은 두고두고 곱씹으며 공부해서봐야할듯 합니다 당선은 이재명 후보가 될것같은데 향후  정책방향이 드러나니 여기서 시청자들도 득을 볼만한 점을 찾아내야겠네요 에너지 고속도로니 이런말들이 나오는것을 봐선,부정,0.96514833,,,
지금보다 언론에 자유가 보장된 적이 없었던 시대를 살고있어 행복하다 환관이든 뭐든 기생하는 언론에 부표처럼 오가지나 말고 너만 똑똑하다 생각지말고,긍정,0.52851176,,,
생명은 모두 소중합니다 멍멍이만 소중한게 아니구요 그러니 그생명을 먹어야한다면 최소한 생명의존엄성을 지켜주는 한에서 좋은환경에서 살아갈수있게 그리고 그생명에 고마움을 생각하는 마음가짐을 가져야합니다 어느동물도 상대의고통을 즐기며 생명을 빼았지는 않습니다,긍정,0.53000295,,,
주식도 부동산까지  천재명인지 알것같다  경제는 이재명 이건 불변인거같다,부정,0.6622349,,,
원전핵심 인력을 정권 바뀔때까지 잘관리해주세요이수준까지 올라오기까지 전국가적으로 얼마나 많은 투자가 있었으며 기업은 얼마나 많은 위험부담을 감수했을까요눈물이 납니다,긍정,0.97578406,,,
조국 인권 수사 포기하고 윤석열 수사팀 해체할 모양인가 수사팀 해체하지 말라는 청원도 20만이 넘었으니 뭐는 하고 뭐는 안하기가 그랬겠지 개 뼉다구 같은 국민청원 제발 없애라 조선시대도 아니고 할려고 하면 미디어 세상인데 의사소통 충분히 가능하다,중립,0.99920458,,,
잘 된 판결 검찰개혁이 필요하다는 개혁은 결코 스스로 이루어지지 않는다는,긍정,0.53023827,,,
경제학 전공한 사람들 뿐 아니라 경제학에 관심이 있는 사람들이 본다는 책들이 있지요애덤 스미스의 국부론 카를 마르크스의 자본론아마 윤석열도 이 책을 샀을 거 같다아니면 요약본이라도그런데 심도있게 읽었을까 이재명은 적어도 이 두 고전을 봤을 것 같다,부정,0.90930927,,,
내 아이들에 대한 교육을 선택할 권리를 부모에게 줘야 한다,중립,0.71744722,,,
나보다 나이는 어리지만 배울 점이 많은 친구네요 본인 잘못은 전혀 없어요 그냥 상황이 탓을 만들고 상처를 받을 수 없는 사회라는 것이 너무 안타까울 뿐이죠  똑똑한 친구니까 씩씩하게 이겨내고 앞으로 행복만 했으면 좋겠습니다 진심으로 응원할게요,긍정,0.53128111,,,
중국이 미국과 같은 패권국의 지위를 가지게된다면 인류는 제 3차 세계대전을 준비해야될 것이다,부정,0.639126,,,
솔직히 전쟁일어나서 대한민국 다시 시작하면 좋겠다,긍정,0.53743547,,,
노원의 몇 안되는 녹지를 다음 아이들을 위해 남겨주세요,중립,0.72352779,,,
슬프네요 자살이 쉽지 않은건데 그냥 선수생활 그만두지 그랬어요 부모님하고 친구들하고 상의 했으면 좋았을 텐데 부모님은 앞으로 어떻게 살아가라고 관련자들 30년형에 처해 주세요 판사님,중립,0.99924695,,,
분명히 이용합니다n요즘 애들 정말 손이익이 분명하거든요,중립,0.85782456,,,
이번415에서는 그래도 기권보다는 우파중에도 우파인 기호7을 지지해보려 한다,중립,0.97077942,,,
맞는말 수술을 하든 뭘하든 염색체는 변하지않는다n애초에 겉모습이 아닌 염색체 xx xy로 성별을 구분지은건데,긍정,0.99891508,,,
한동훈화이팅최고입니다올바른나라의안꾼입니다,긍정,0.54958773,,,
일본인은 잘못없지 잘못한건 아베정부가 위안부 사과나 독도 인정이나 수출규제한게 일본정부인데,중립,0.99792516,,,
이재명의 머리색을 보면 그가 얼마나 마음을 쓰고 살았는지 보인다 부디 무죄나고 다시는 이런 일 없도록 단디 관리하자,중립,0.54385722,,,
배고픈 사람은 먹어야 합니다 아픈 사람은 치료 받아야합니다 배우지 못 한 사람은 배워야 합니다 법륜스님 뜻 잘 받들어 행하겠습니다,긍정,0.54988539,,,
아베상 엑스맨 한국의 실리만 철저히 따진다면 아베가 계속 집권연장했음 좋겠다,중립,0.9990977,,,
신성모독의 댓가가 이런 것입니다 우리의 구세주는 오직 예수 Thr jesus 님 뿐입니다 이만희는 피조물일 뿐이다,중립,0.99254721,,,
댓글만 읽고 갑니다현명한 댓글러 분들 모두에게좋아요를 누르다가 지쳐 중단합니다,긍정,0.75894147,,,
검찰객혁후 언온객혁이다 두고봐라 국민의 명령이다 그라고 해야한다무슨일이 있어도,긍정,0.55989867,,,
이재명편 소감 이해의 수준이 깊다 공부 많이했구나 갑자기 준비할  있는 분야가 아닌데 평소에 공부해뒀구나,긍정,0.82634717,,,
신재생 에너지가 근본적인 대안은 아니다 적게쓰고 적게먹고 적게 소비해도 행복해질 수 있다는 패러다임 전환이 필요하다,중립,0.99660349,,,
가족이라면 이게 당연하지 희생당한 분이 월북이 아니라면 얼마나 억울할까 월북의사를 밝혔다면 그럼에도 왜 죽였을까,중립,0.99777812,,,
사실 따져보면 우파쪽 이념과 일치하는것도 많아요 물론 복지와 세금 쪽에서는 약간 극좌파로 분류되지만 3년만 지나도 좌파우파 모두의 정책이 됩니다 항상 그랬어요,중립,0.71938342,,,
김기춘 직권남용에서 무죄나면 그로 인해 징역살은 국가보상 신청하세요,중립,0.96286935,,,
거시적인  나도 전문가가 아니어서  모르겠고 일단 이재명방송이 훨씬 재미있네 둘다 배속으로 듣다가 윤꺼는 마지막분은 배속으로 이꺼는  낮춰 듣게 됐음,긍정,0.66164112,,,
몰라봐서 미안했습니다 언론들에 놀아났다는 생각이 들어 화가 나네요 이제 제대로 보게 되어서 기쁘고 다행입니다 삼나구,긍정,0.99897373,,,
산업통상자원부와 한수원 전현직 임직원 처분 문제 감사원장은 국정감사에서 산업부에서 관련 자료를 폐기해서 복구하는데 많은 시일이 걸렸다라고 공식 발언했습니다 그러면 감사원은 경제성 평가와는 별개로 해야 합니다 감사원의 조치를 국민들이 지켜보고 있습니다,중립,0.99483263,,,
아하 문좌빨조폭이 검찰개혁이 절실한것 머리에 쏙쏙들어오는 설명이당께,부정,0.89546901,,,
대마도 두 지역구 모두 아베당 당선 앞에선 힘들다고 한후 뒤에선 아베지지하는게 일본국민성이다,부정,0.99571782,,,
눈물이 납니다시민들과 약자편에 서서 노력해 주신 점 한사람의 시민으로진심으로 감사했습니다,긍정,0.57006747,,,
저런돌보미는  살인에  가까운행동 임아이돌보미도  믿을수없네정신적으로  이상자  같네잘  보고  불러야겠네요,중립,0.9998098,,,
추미애 끝까지 버티고 밀고 나가라 그래야 다음주엔 문제인 지지율 20대다 잘한다,부정,0.99352574,,,
조국그냥 지멋에 취해 사는 한량이지 뭔 깊은 가치가 있다고,부정,0.67633122,,,
범죄 혐의자가 조사 받는 것을 마치 의인이 무고히 고난을 당하는 것 처럼 생각하고 무한히 싸고 도는 행위는 인격 형성이 덜 된 사람이거나 죄의식이 퇴화된 인간이거나 아니면 동류의 범죄자일 수 밖에 없다고 본다 문통을 포함해서 조국이를 싸고도는 인간들이 여기에 해당된다,부정,0.63392353,,,
어쨌든 중대한 계약 위반이다n본인에게는 안된일이지만 전역처분은 정당하다,중립,0.9977054,,,
언론이 악의적인 프레임을 씌워놓아서 그런 이미지가 있으신 거예요 이재명이란 사람의 과거와 현재를 제대로 아신다면 지금껏 이런 정치인은 없었고 충분히 믿고 밀어줄 만한 가치가 있다는  아시게  거라 장담합니다 저도 진짜 정치에 관심 없고 정치인이라면  똑같은 인간이라고 생각하던 사람이었거든요여러분 우리와 자식들의 미래가 달렸습니다 투표권을 포기하거나 반발심에 반대당을 무작정 뽑거나 하시지 말고 사람을 봅고 뽑읍시다 대통령중심제인 우리 나라에선 사람이 중요합니다,부정,0.99823761,,,
소중하고 귀한 아이들에게 도대체 지금 무엇을 가르치고 있는건가요 성교육이 정말 충격적이네요 앞으로도 이렇게 좋은 포럼이 계속 되어지길 바랍니다,긍정,0.57688445,,,
원전을 유지하는건 현실적으로 우리나라같이 자원이 빈약한 나라가 가질수 있는 가장 효율적인n에너지 산업시스템이라는게 핵심 개인적으론 참 선택하기 어렵다 싶다,중립,0.99926156,,,
삼프로가  핫이슈  길래 궁금해서 들어왔다가  끝까지  듣게 된걸 알고는나자신이   놀람  사실  지지자도 아닌데,중립,0.96218544,,,
인민MBC 인민KBS 가 더 많을텐데 수사부탁드립니다,부정,0.91242915,,,
위험하긴해 지역차단햇으면 저렇게 대구 신천지가 뿌려대니 대구일반인도 많이 감염됏을듯 신천지에 피해보상하면 보상될까요,중립,0.99972945,,,
다시 여군으로 도전해 주세요 응원합니다,긍정,0.57972711,,,
난좋아요 일본계 미대사도 짤 라라 재수없다,부정,0.97874212,,,
지진나면 원전사고 참무섭지 하지만 우리나라 여건상 친환경 에너지는 현실과 동 떨어진다 미국이나 호주 이런 땅이 넓은곳이나 태양열 풍력등이 어울리지 그러기에 원전을 짓든 기존꺼든 지진대비해서 더욱 보강이 필요하다 그래서 민주당이 내건 현실성 없는 공공와이파이 보다 훨씬 현실적이다 공공와이파이 왜비현실적이냐고 요즘 왠만한곳은 전부 와이파이 무료로 사용가능,긍정,0.5914135,,,
추미애도 공범일 개연성이 높다저들이 수사무마시키기 전에 박차를 가해 일당들을 모조리 소탕해야한다,중립,0.76276243,,,
채식을 하는 아이들의 영양밸런스는 부모가 잘 챙겨주기를 바란다 하루 한끼 먹는 학교에서 영양밸런스를 완벽히 채워주진 못할 테니까 아직 몸이 자라고 있는 아이들에게 필수구성요소인 단백질은 충분히 먹여주겠지 콩도 있고 두부도 있고 콩도 있고또 뭐가 있지 내가 잘 모르니,중립,0.96510357,,,
많은사람들이 하지못햇던 일을 대신 해주셔서정말 감사드립니다  이정부들어 국민을 체포 하는게 일상이 된거 같네요,부정,0.9897911,,,
안지키는 인간들 때문에라도 밴드 채워야됩니다 무슨 수를 써서라도 무질서한 인간들로 인해 질병이 퍼지는걸 막아야합니다,부정,0.45623893,,,
그래서 접점에 있는 공무원들이 중요한겁니다조금 더 적극적으로 들어주었고 도움을 주었었으면,부정,0.99764746,,,
동감합니다 자신의행동에 따른 책임져야죠 성인이쟎아요,부정,0.99737799,,,
실제로 정책 다 반대로만 하면 잘되는건 팩트지,부정,0.77983868,,,
정프로님과의 티키타가 좋았습니다   딴지의 달인인 이프로님의 날카로운 질문에도 막힘없이 질문을 무색하게 만든 답변이 무릅을  치게 만드는군요 대부업체가 줄어드는것이  정상이라는  부정식품과 비교하여 짚어주실때 희열을 느꼈습니다 그리고 기본금융이   필요한지 만원 만원 대출애기에서    이럴수도 있구나  기존의 상식이였던  저신용 고이자개념이 정답이 아니였구나  하고 머리에  하는 충격을 받았습니다   기본금융이  기본 금융교육인줄 예상했거든요  정말    감명깊엇습니다  한때  몇백만원으로 신용불량자도 겪었었는데  정말 가슴이 뭉클 했습니다  이후보님을 사납다고 무섭다고 하는 이미지는 보수언론이 일부러 만든거죠   감동입니다,부정,0.99662977,,,
코르나덕분에 세계에서 한국어 강좌열풍 분다는데,중립,0.46179166,,,
삼성 비스포크 이뻐서 고민하다가 그냥 엘지 냉장고로 갔느데 만족 역시 실용적이여야함 비스포크 이쁘긴한데 수납용량이나 문닫힘 말이 많더군여,중립,0.92945075,,,
어짜피 안나갈건데 저거 2주차는게 힘드려나 어짜피 핸드폰에 심는게 아니여서 이주뒤엔 내 위치나 이런거 노출되지도 않을텐데,중립,0.99947721,,,
공개적으로 코로나때문에 어려운 중국을 응원하고 중국 유학생들에게 따뜻한 말씀 해 주신 걸 잊지 않겠습니다 서로 도와 주고 은혜를 갚겠다는 인간미 잊지 않겠습니다 정말 여러가지로 카리스마 넘치는 분이시고 꿈 끝까지 실현하지 못하게 가신 거 안타깝게도 마음이 아픕니다 부디 편히 가십시오,부정,0.95706099,,,
